,id,building,class_name,proff,num,friends,day,time
48,38157,Givens, Introduction to Design Processes I, Freixas,11,0,T,17.0
49,38158,Givens, Introduction to Design Processes I, Freixas,11,0,H,14.0
50,38159,Givens, Introduction to Design Processes I, Freixas,11,0,H,14.3
51,38160,Givens, Introduction to Design Processes I, Freixas,11,0,H,15.0
52,38161,Givens, Introduction to Design Processes I, Freixas,11,0,H,15.3
53,38162,Givens, Introduction to Design Processes I, Freixas,11,0,H,16.0
54,38163,Givens, Introduction to Design Processes I, Freixas,11,0,H,16.3
55,38164,Givens, Introduction to Design Processes I, Freixas,11,0,H,17.0
56,38165,Givens, Introduction to Design Processes I, Kim,12,0,T,14.0
57,38166,Givens, Introduction to Design Processes I, Kim,12,0,T,14.3
58,38167,Givens, Introduction to Design Processes I, Kim,12,0,T,15.0
59,38168,Givens, Introduction to Design Processes I, Kim,12,0,T,15.3
60,38169,Givens, Introduction to Design Processes I, Kim,12,0,T,16.0
61,38170,Givens, Introduction to Design Processes I, Kim,12,0,T,16.3
62,38171,Givens, Introduction to Design Processes I, Kim,12,0,T,17.0
63,38172,Givens, Introduction to Design Processes I, Kim,12,0,H,14.0
64,38173,Givens, Introduction to Design Processes I, Kim,12,0,H,14.3
65,38174,Givens, Introduction to Design Processes I, Kim,12,0,H,15.0
66,38175,Givens, Introduction to Design Processes I, Kim,12,0,H,15.3
67,38176,Givens, Introduction to Design Processes I, Kim,12,0,H,16.0
68,38177,Givens, Introduction to Design Processes I, Kim,12,0,H,16.3
69,38178,Givens, Introduction to Design Processes I, Kim,12,0,H,17.0
70,38179,Givens, Introduction to Design Processes I, Parcic,12,0,T,14.0
71,38180,Givens, Introduction to Design Processes I, Parcic,12,0,T,14.3
72,38181,Givens, Introduction to Design Processes I, Parcic,12,0,T,15.0
73,38182,Givens, Introduction to Design Processes I, Parcic,12,0,T,15.3
74,38183,Givens, Introduction to Design Processes I, Parcic,12,0,T,16.0
75,38184,Givens, Introduction to Design Processes I, Parcic,12,0,T,16.3
76,38185,Givens, Introduction to Design Processes I, Parcic,12,0,T,17.0
77,38186,Givens, Introduction to Design Processes I, Parcic,12,0,H,14.0
78,38187,Givens, Introduction to Design Processes I, Parcic,12,0,H,14.3
79,38188,Givens, Introduction to Design Processes I, Parcic,12,0,H,15.0
80,38189,Givens, Introduction to Design Processes I, Parcic,12,0,H,15.3
81,38190,Givens, Introduction to Design Processes I, Parcic,12,0,H,16.0
82,38191,Givens, Introduction to Design Processes I, Parcic,12,0,H,16.3
83,38192,Givens, Introduction to Design Processes I, Parcic,12,0,H,17.0
84,38193,Givens, Representation I, Hatheway,14,0,F,14.0
85,38194,Givens, Representation I, Hatheway,14,0,F,14.3
86,38195,Givens, Representation I, Hatheway,14,0,F,15.0
87,38196,Givens, Representation I, Hatheway,14,0,F,15.3
88,38197,Givens, Representation I, Hatheway,14,0,F,16.0
89,38198,Givens, Representation I, Hatheway,14,0,F,16.3
90,38199,Givens, Representation I, Phillips,12,0,F,14.0
91,38200,Givens, Representation I, Phillips,12,0,F,14.3
92,38201,Givens, Representation I, Phillips,12,0,F,15.0
93,38202,Givens, Representation I, Phillips,12,0,F,15.3
94,38203,Givens, Representation I, Phillips,12,0,F,16.0
95,38204,Givens, Representation I, Phillips,12,0,F,16.3
96,38205,Givens, Representation I, Mitrisin,12,0,F,14.0
97,38206,Givens, Representation I, Mitrisin,12,0,F,14.3
98,38207,Givens, Representation I, Mitrisin,12,0,F,15.0
99,38208,Givens, Representation I, Mitrisin,12,0,F,15.3
100,38209,Givens, Representation I, Mitrisin,12,0,F,16.0
101,38210,Givens, Representation I, Mitrisin,12,0,F,16.3
102,38211,Givens, Representation I, Ulmer,12,0,F,14.0
103,38212,Givens, Representation I, Ulmer,12,0,F,14.3
104,38213,Givens, Representation I, Ulmer,12,0,F,15.0
105,38214,Givens, Representation I, Ulmer,12,0,F,15.3
106,38215,Givens, Representation I, Ulmer,12,0,F,16.0
107,38216,Givens, Representation I, Ulmer,12,0,F,16.3
108,38217,Givens, Representation I, Null,11,0,F,14.0
109,38218,Givens, Representation I, Null,11,0,F,14.3
110,38219,Givens, Representation I, Null,11,0,F,15.0
111,38220,Givens, Representation I, Null,11,0,F,15.3
112,38221,Givens, Representation I, Null,11,0,F,16.0
113,38222,Givens, Representation I, Null,11,0,F,16.3
114,38223,Givens, Representation I, Guo,13,0,F,14.0
115,38224,Givens, Representation I, Guo,13,0,F,14.3
116,38225,Givens, Representation I, Guo,13,0,F,15.0
117,38226,Givens, Representation I, Guo,13,0,F,15.3
118,38227,Givens, Representation I, Guo,13,0,F,16.0
119,38228,Givens, Representation I, Guo,13,0,F,16.3
120,38229,Givens, Architectural Design I, Vale,11,0,T,13.0
121,38230,Givens, Architectural Design I, Vale,11,0,T,13.3
122,38231,Givens, Architectural Design I, Vale,11,0,T,14.0
123,38232,Givens, Architectural Design I, Vale,11,0,T,14.3
124,38233,Givens, Architectural Design I, Vale,11,0,T,15.0
125,38234,Givens, Architectural Design I, Vale,11,0,T,15.3
126,38235,Givens, Architectural Design I, Vale,11,0,T,16.0
127,38236,Givens, Architectural Design I, Vale,11,0,T,16.3
128,38237,Givens, Architectural Design I, Vale,11,0,T,17.0
129,38238,Givens, Architectural Design I, Vale,11,0,H,13.0
130,38239,Givens, Architectural Design I, Vale,11,0,H,13.3
131,38240,Givens, Architectural Design I, Vale,11,0,H,14.0
132,38241,Givens, Architectural Design I, Vale,11,0,H,14.3
133,38242,Givens, Architectural Design I, Vale,11,0,H,15.0
134,38243,Givens, Architectural Design I, Vale,11,0,H,15.3
135,38244,Givens, Architectural Design I, Vale,11,0,H,16.0
136,38245,Givens, Architectural Design I, Vale,11,0,H,16.3
137,38246,Givens, Architectural Design I, Vale,11,0,H,17.0
138,38247,Givens, Architectural Design I, Abendroth,10,0,T,13.0
139,38248,Givens, Architectural Design I, Abendroth,10,0,T,13.3
140,38249,Givens, Architectural Design I, Abendroth,10,0,T,14.0
141,38250,Givens, Architectural Design I, Abendroth,10,0,T,14.3
142,38251,Givens, Architectural Design I, Abendroth,10,0,T,15.0
143,38252,Givens, Architectural Design I, Abendroth,10,0,T,15.3
144,38253,Givens, Architectural Design I, Abendroth,10,0,T,16.0
145,38254,Givens, Architectural Design I, Abendroth,10,0,T,16.3
146,38255,Givens, Architectural Design I, Abendroth,10,0,T,17.0
147,38256,Givens, Architectural Design I, Abendroth,10,0,H,13.0
148,38257,Givens, Architectural Design I, Abendroth,10,0,H,13.3
149,38258,Givens, Architectural Design I, Abendroth,10,0,H,14.0
150,38259,Givens, Architectural Design I, Abendroth,10,0,H,14.3
151,38260,Givens, Architectural Design I, Abendroth,10,0,H,15.0
152,38261,Givens, Architectural Design I, Abendroth,10,0,H,15.3
153,38262,Givens, Architectural Design I, Abendroth,10,0,H,16.0
154,38263,Givens, Architectural Design I, Abendroth,10,0,H,16.3
155,38264,Givens, Architectural Design I, Abendroth,10,0,H,17.0
156,38265,Givens, Architectural Design I, Byun,10,0,T,13.0
157,38266,Givens, Architectural Design I, Byun,10,0,T,13.3
158,38267,Givens, Architectural Design I, Byun,10,0,T,14.0
159,38268,Givens, Architectural Design I, Byun,10,0,T,14.3
160,38269,Givens, Architectural Design I, Byun,10,0,T,15.0
161,38270,Givens, Architectural Design I, Byun,10,0,T,15.3
162,38271,Givens, Architectural Design I, Byun,10,0,T,16.0
163,38272,Givens, Architectural Design I, Byun,10,0,T,16.3
164,38273,Givens, Architectural Design I, Byun,10,0,T,17.0
165,38274,Givens, Architectural Design I, Byun,10,0,H,13.0
166,38275,Givens, Architectural Design I, Byun,10,0,H,13.3
167,38276,Givens, Architectural Design I, Byun,10,0,H,14.0
168,38277,Givens, Architectural Design I, Byun,10,0,H,14.3
169,38278,Givens, Architectural Design I, Byun,10,0,H,15.0
170,38279,Givens, Architectural Design I, Byun,10,0,H,15.3
171,38280,Givens, Architectural Design I, Byun,10,0,H,16.0
172,38281,Givens, Architectural Design I, Byun,10,0,H,16.3
173,38282,Givens, Architectural Design I, Byun,10,0,H,17.0
174,38283,Givens, Architectural Design I, Stitelman,10,0,T,13.0
175,38284,Givens, Architectural Design I, Stitelman,10,0,T,13.3
176,38285,Givens, Architectural Design I, Stitelman,10,0,T,14.0
177,38286,Givens, Architectural Design I, Stitelman,10,0,T,14.3
178,38287,Givens, Architectural Design I, Stitelman,10,0,T,15.0
179,38288,Givens, Architectural Design I, Stitelman,10,0,T,15.3
180,38289,Givens, Architectural Design I, Stitelman,10,0,T,16.0
181,38290,Givens, Architectural Design I, Stitelman,10,0,T,16.3
182,38291,Givens, Architectural Design I, Stitelman,10,0,T,17.0
183,38292,Givens, Architectural Design I, Stitelman,10,0,H,13.0
184,38293,Givens, Architectural Design I, Stitelman,10,0,H,13.3
185,38294,Givens, Architectural Design I, Stitelman,10,0,H,14.0
186,38295,Givens, Architectural Design I, Stitelman,10,0,H,14.3
187,38296,Givens, Architectural Design I, Stitelman,10,0,H,15.0
188,38297,Givens, Architectural Design I, Stitelman,10,0,H,15.3
189,38298,Givens, Architectural Design I, Stitelman,10,0,H,16.0
190,38299,Givens, Architectural Design I, Stitelman,10,0,H,16.3
191,38300,Givens, Architectural Design I, Stitelman,10,0,H,17.0
192,38301,Givens, Architectural Design I, Stouffer,10,0,T,13.0
193,38302,Givens, Architectural Design I, Stouffer,10,0,T,13.3
194,38303,Givens, Architectural Design I, Stouffer,10,0,T,14.0
195,38304,Givens, Architectural Design I, Stouffer,10,0,T,14.3
196,38305,Givens, Architectural Design I, Stouffer,10,0,T,15.0
197,38306,Givens, Architectural Design I, Stouffer,10,0,T,15.3
198,38307,Givens, Architectural Design I, Stouffer,10,0,T,16.0
199,38308,Givens, Architectural Design I, Stouffer,10,0,T,16.3
200,38309,Givens, Architectural Design I, Stouffer,10,0,T,17.0
201,38310,Givens, Architectural Design I, Stouffer,10,0,H,13.0
202,38311,Givens, Architectural Design I, Stouffer,10,0,H,13.3
203,38312,Givens, Architectural Design I, Stouffer,10,0,H,14.0
204,38313,Givens, Architectural Design I, Stouffer,10,0,H,14.3
205,38314,Givens, Architectural Design I, Stouffer,10,0,H,15.0
206,38315,Givens, Architectural Design I, Stouffer,10,0,H,15.3
207,38316,Givens, Architectural Design I, Stouffer,10,0,H,16.0
208,38317,Givens, Architectural Design I, Stouffer,10,0,H,16.3
209,38318,Givens, Architectural Design I, Stouffer,10,0,H,17.0
210,38319,Givens, Shared Ecologies and Design, Denizen,16,0,F,8.3
211,38320,Givens, Shared Ecologies and Design, Denizen,16,0,F,9.0
212,38321,Givens, Shared Ecologies and Design, Denizen,16,0,F,9.3
213,38322,Givens, Shared Ecologies and Design, Denizen,16,0,F,10.0
214,38323,Givens, Shared Ecologies and Design, Denizen,16,0,F,10.3
215,38324,Givens, Shared Ecologies and Design, Denizen,16,0,F,11.0
216,38325,Steinberg, Community Building, Hansman,13,0,T,13.0
217,38326,Steinberg, Community Building, Hansman,13,0,T,13.3
218,38327,Steinberg, Community Building, Hansman,13,0,T,14.0
219,38328,Steinberg, Community Building, Hansman,13,0,T,14.3
220,38329,Steinberg, Community Building, Hansman,13,0,T,15.0
221,38330,Steinberg, Community Building, Hansman,13,0,T,15.3
222,38331,Steinberg, Community Building, Hansman,13,0,H,13.0
223,38332,Steinberg, Community Building, Hansman,13,0,H,13.3
224,38333,Steinberg, Community Building, Hansman,13,0,H,14.0
225,38334,Steinberg, Community Building, Hansman,13,0,H,14.3
226,38335,Steinberg, Community Building, Hansman,13,0,H,15.0
227,38336,Steinberg, Community Building, Hansman,13,0,H,15.3
228,38337,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,17.3
229,38338,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,18.0
230,38339,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,18.3
231,38340,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,19.0
232,38341,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,19.3
233,38342,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,T,20.0
234,38343,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,17.3
235,38344,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,18.0
236,38345,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,18.3
237,38346,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,19.0
238,38347,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,19.3
239,38348,Steinberg, Architecture Through the Photographic Lens, Colten,8,0,H,20.0
240,38349,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,T,10.0
241,38350,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,T,10.3
242,38351,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,T,11.0
243,38352,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,H,10.0
244,38353,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,H,10.3
245,38354,Busch, Architectural History I: Antiquity to Baroque, Allen,63,0,H,11.0
246,38355,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,8.3
247,38356,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,9.0
248,38357,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,9.3
249,38358,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,10.0
250,38359,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,10.3
251,38360,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,M,11.0
252,38361,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,8.3
253,38362,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,9.0
254,38363,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,9.3
255,38364,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,10.0
256,38365,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,10.3
257,38366,Walker Hall, Furniture Design Emphasis Metal, Stouffer,13,0,W,11.0
258,38367,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,T,14.3
259,38368,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,T,15.0
260,38369,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,T,15.3
261,38370,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,H,14.3
262,38371,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,H,15.0
263,38372,January Hall, Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRipe,19,0,H,15.3
264,38373,Givens, Design Culture, Luchini,47,0,M,11.3
265,38374,Givens, Design Culture, Luchini,47,0,M,12.0
266,38375,Givens, Design Culture, Luchini,47,0,M,12.3
267,38376,Givens, Design Culture, Luchini,47,0,W,11.3
268,38377,Givens, Design Culture, Luchini,47,0,W,12.0
269,38378,Givens, Design Culture, Luchini,47,0,W,12.3
270,38379,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,T,10.0
271,38380,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,T,10.3
272,38381,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,T,11.0
273,38382,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,H,10.0
274,38383,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,H,10.3
275,38384,Busch, Architectural History I:  Antiquity to Baroque, Allen,63,0,H,11.0
276,38385,Givens, Environmental Systems I, Yin,50,0,T,11.3
277,38386,Givens, Environmental Systems I, Yin,50,0,T,12.0
278,38387,Givens, Environmental Systems I, Yin,50,0,T,12.3
279,38388,Givens, Environmental Systems I, Yin,50,0,H,11.3
280,38389,Givens, Environmental Systems I, Yin,50,0,H,12.0
281,38390,Givens, Environmental Systems I, Yin,50,0,H,12.3
282,38391,Steinberg, Building Systems, Moyano Fernandez,97,0,M,8.0
283,38392,Steinberg, Building Systems, Moyano Fernandez,97,0,M,8.3
284,38393,Steinberg, Building Systems, Moyano Fernandez,97,0,M,9.0
285,38394,Steinberg, Building Systems, Moyano Fernandez,97,0,M,9.3
289,38398,Steinberg, Building Systems, Moyano Fernandez,97,0,F,8.0
290,38399,Steinberg, Building Systems, Moyano Fernandez,97,0,F,8.3
291,38400,Steinberg, Building Systems, Moyano Fernandez,97,0,F,9.0
292,38401,Steinberg, Building Systems, Moyano Fernandez,97,0,F,9.3
296,38405,Simon, Structures I, Shinn,70,0,W,18.3
297,38406,Simon, Structures I, Shinn,70,0,W,19.0
298,38407,Simon, Structures I, Shinn,70,0,W,19.3
299,38408,Simon, Structures I, Shinn,70,0,W,20.0
300,38409,Simon, Structures I, Shinn,70,0,W,20.3
301,38410,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,8.3
302,38411,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,9.0
303,38412,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,9.3
304,38413,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,10.0
305,38414,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,10.3
306,38415,Givens, Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis, Freixas,7,0,W,11.0
307,38416,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,T,8.3
308,38417,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,T,9.0
309,38418,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,T,9.3
310,38419,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,H,8.3
311,38420,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,H,9.0
312,38421,Givens, Creating a Resilient City: Gateway South St. Louis, Yin,5,0,H,9.3
313,38422,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,T,11.3
314,38423,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,T,12.0
315,38424,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,T,12.3
316,38425,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,H,11.3
317,38426,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,H,12.0
318,38427,Steinberg, Solar Decathlon Design Challenge, Abendroth,6,0,H,12.3
319,38428,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,18.0
320,38429,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,18.3
321,38430,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,19.0
322,38431,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,19.3
323,38432,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,20.0
324,38433,Givens, Landscapes Through Time:  The History of St. Louis' Built Environment, Moore,10,0,W,20.3
325,38434,Weil, NOMA National Design Competition, Betts,9,0,F,13.0
326,38435,Weil, NOMA National Design Competition, Betts,9,0,F,13.3
327,38436,Weil, NOMA National Design Competition, Betts,9,0,F,14.0
328,38437,Weil, NOMA National Design Competition, Betts,9,0,F,14.3
329,38438,Weil, NOMA National Design Competition, Betts,9,0,F,15.0
330,38439,Weil, NOMA National Design Competition, Betts,9,0,F,15.3
331,38440,Weil, NOMA National Design Competition, Betts,9,0,F,16.0
332,38441,Weil, NOMA National Design Competition, Betts,9,0,F,16.3
333,38442,Steinberg, Pre-Design Seminar, Stitelman,49,0,F,11.3
334,38443,Steinberg, Pre-Design Seminar, Stitelman,49,0,F,12.0
335,38444,Steinberg, Pre-Design Seminar, Stitelman,49,0,F,12.3
336,38445,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,18.0
337,38446,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,18.3
338,38447,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,19.0
339,38448,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,19.3
340,38449,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,20.0
341,38450,Givens, Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs, Moore,11,0,H,20.3
342,38451,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,T,8.3
343,38452,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,T,9.0
344,38453,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,T,9.3
345,38454,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,H,8.3
346,38455,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,H,9.0
347,38456,Steinberg, Advanced Building Systems, Janis Ahrens,49,0,H,9.3
348,38457,Weil, Kindred Landscapes, Peemoeller,5,0,W,13.0
349,38458,Weil, Kindred Landscapes, Peemoeller,5,0,W,13.3
350,38459,Weil, Kindred Landscapes, Peemoeller,5,0,W,14.0
351,38460,Weil, Kindred Landscapes, Peemoeller,5,0,W,14.3
352,38461,Weil, Kindred Landscapes, Peemoeller,5,0,W,15.0
353,38462,Weil, Kindred Landscapes, Peemoeller,5,0,W,15.3
354,38463,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,13.0
355,38464,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,13.3
356,38465,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,14.0
357,38466,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,14.3
358,38467,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,15.0
359,38468,Steinberg, Architecture Climate Metabolism and Use. Towards Post-Sustainability, Garcia-German,9,0,T,15.3
360,38469,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,18.0
361,38470,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,18.3
362,38471,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,19.0
363,38472,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,19.3
364,38473,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,20.0
365,38474,Givens, Advanced Seminar in Urban Sustainability I, Hoal,6,0,H,20.3
366,38475,Givens, Theories & Methods of Historical Research, Mumford,11,0,T,13.0
367,38476,Givens, Theories & Methods of Historical Research, Mumford,11,0,T,13.3
368,38477,Givens, Theories & Methods of Historical Research, Mumford,11,0,T,14.0
369,38478,Givens, Theories & Methods of Historical Research, Mumford,11,0,T,14.3
370,38479,Givens, Theories & Methods of Historical Research, Mumford,11,0,T,15.0
371,38480,Givens, Theories & Methods of Historical Research, Mumford,11,0,T,15.3
372,38481,Steinberg, Professional Practice I, Johannes Scott,5,0,T,8.3
373,38482,Steinberg, Professional Practice I, Johannes Scott,5,0,T,9.0
374,38483,Steinberg, Professional Practice I, Johannes Scott,5,0,T,9.3
375,38484,Steinberg, Professional Practice I, Johannes Scott,5,0,H,8.3
376,38485,Steinberg, Professional Practice I, Johannes Scott,5,0,H,9.0
377,38486,Steinberg, Professional Practice I, Johannes Scott,5,0,H,9.3
384,38493,Givens, Landscape Representation I:  Hand Drafting Drawing & Sketching, Compadre,4,0,W,17.0
385,38494,Givens, Landscape Representation I:  Hand Drafting Drawing & Sketching, Compadre,4,0,W,17.3
386,38495,Givens, Landscape Representation I:  Hand Drafting Drawing & Sketching, Compadre,4,0,W,18.0
387,38496,Givens, Landscape Representation I:  Hand Drafting Drawing & Sketching, Compadre,4,0,W,18.3
388,38497,Givens, Landscape Representation I:  Hand Drafting Drawing & Sketching, Compadre,4,0,W,19.0
389,38498,Givens, Landscape Representation I:  Hand Drafting Drawing & Sketching, Compadre,4,0,W,19.3
