id,building,class_name,proff,num,friends,day,time,classNum
52897,Givens," Introduction to Design Processes I"," Freixas",11,0,H,15.0000,116
52898,Givens," Introduction to Design Processes I"," Freixas",11,0,H,15.3000,116
52899,Givens," Introduction to Design Processes I"," Freixas",11,0,H,16.0000,116
52900,Givens," Introduction to Design Processes I"," Freixas",11,0,H,16.3000,116
52901,Givens," Introduction to Design Processes I"," Freixas",11,0,H,17.0000,116
52902,Givens," Introduction to Design Processes I"," Kim",12,0,T,14.0000,116
52903,Givens," Introduction to Design Processes I"," Kim",12,0,T,14.3000,116
52904,Givens," Introduction to Design Processes I"," Kim",12,0,T,15.0000,116
52905,Givens," Introduction to Design Processes I"," Kim",12,0,T,15.3000,116
52906,Givens," Introduction to Design Processes I"," Kim",12,0,T,16.0000,116
52907,Givens," Introduction to Design Processes I"," Kim",12,0,T,16.3000,116
52908,Givens," Introduction to Design Processes I"," Kim",12,0,T,17.0000,116
52909,Givens," Introduction to Design Processes I"," Kim",12,0,H,14.0000,116
52910,Givens," Introduction to Design Processes I"," Kim",12,0,H,14.3000,116
52911,Givens," Introduction to Design Processes I"," Kim",12,0,H,15.0000,116
52912,Givens," Introduction to Design Processes I"," Kim",12,0,H,15.3000,116
52913,Givens," Introduction to Design Processes I"," Kim",12,0,H,16.0000,116
52914,Givens," Introduction to Design Processes I"," Kim",12,0,H,16.3000,116
52915,Givens," Introduction to Design Processes I"," Kim",12,0,H,17.0000,116
52916,Givens," Introduction to Design Processes I"," Parcic",12,0,T,14.0000,116
52917,Givens," Introduction to Design Processes I"," Parcic",12,0,T,14.3000,116
52918,Givens," Introduction to Design Processes I"," Parcic",12,0,T,15.0000,116
52919,Givens," Introduction to Design Processes I"," Parcic",12,0,T,15.3000,116
52920,Givens," Introduction to Design Processes I"," Parcic",12,0,T,16.0000,116
52921,Givens," Introduction to Design Processes I"," Parcic",12,0,T,16.3000,116
52922,Givens," Introduction to Design Processes I"," Parcic",12,0,T,17.0000,116
52923,Givens," Introduction to Design Processes I"," Parcic",12,0,H,14.0000,116
52924,Givens," Introduction to Design Processes I"," Parcic",12,0,H,14.3000,116
52925,Givens," Introduction to Design Processes I"," Parcic",12,0,H,15.0000,116
52926,Givens," Introduction to Design Processes I"," Parcic",12,0,H,15.3000,116
52927,Givens," Introduction to Design Processes I"," Parcic",12,0,H,16.0000,116
52928,Givens," Introduction to Design Processes I"," Parcic",12,0,H,16.3000,116
52929,Givens," Introduction to Design Processes I"," Parcic",12,0,H,17.0000,116
52930,Givens," Representation I"," Hatheway",14,0,F,14.0000,116
52931,Givens," Representation I"," Hatheway",14,0,F,14.3000,116
52932,Givens," Representation I"," Hatheway",14,0,F,15.0000,116
52933,Givens," Representation I"," Hatheway",14,0,F,15.3000,116
52934,Givens," Representation I"," Hatheway",14,0,F,16.0000,116
52935,Givens," Representation I"," Hatheway",14,0,F,16.3000,116
52936,Givens," Representation I"," Phillips",12,0,F,14.0000,116
52937,Givens," Representation I"," Phillips",12,0,F,14.3000,116
52938,Givens," Representation I"," Phillips",12,0,F,15.0000,116
52939,Givens," Representation I"," Phillips",12,0,F,15.3000,116
52940,Givens," Representation I"," Phillips",12,0,F,16.0000,116
52941,Givens," Representation I"," Phillips",12,0,F,16.3000,116
52942,Givens," Representation I"," Mitrisin",12,0,F,14.0000,116
52943,Givens," Representation I"," Mitrisin",12,0,F,14.3000,116
52944,Givens," Representation I"," Mitrisin",12,0,F,15.0000,116
52945,Givens," Representation I"," Mitrisin",12,0,F,15.3000,116
52946,Givens," Representation I"," Mitrisin",12,0,F,16.0000,116
52947,Givens," Representation I"," Mitrisin",12,0,F,16.3000,116
52948,Givens," Representation I"," Ulmer",12,0,F,14.0000,116
52949,Givens," Representation I"," Ulmer",12,0,F,14.3000,116
52950,Givens," Representation I"," Ulmer",12,0,F,15.0000,116
52951,Givens," Representation I"," Ulmer",12,0,F,15.3000,116
52952,Givens," Representation I"," Ulmer",12,0,F,16.0000,116
52953,Givens," Representation I"," Ulmer",12,0,F,16.3000,116
52954,Givens," Representation I"," Null",11,0,F,14.0000,116
52955,Givens," Representation I"," Null",11,0,F,14.3000,116
52956,Givens," Representation I"," Null",11,0,F,15.0000,116
52957,Givens," Representation I"," Null",11,0,F,15.3000,116
52958,Givens," Representation I"," Null",11,0,F,16.0000,116
52959,Givens," Representation I"," Null",11,0,F,16.3000,116
52960,Givens," Representation I"," Guo",13,0,F,14.0000,116
52961,Givens," Representation I"," Guo",13,0,F,14.3000,116
52962,Givens," Representation I"," Guo",13,0,F,15.0000,116
52963,Givens," Representation I"," Guo",13,0,F,15.3000,116
52964,Givens," Representation I"," Guo",13,0,F,16.0000,116
52965,Givens," Representation I"," Guo",13,0,F,16.3000,116
52966,Givens," Architectural Design I"," Vale",11,0,T,13.0000,116
52967,Givens," Architectural Design I"," Vale",11,0,T,13.3000,116
52968,Givens," Architectural Design I"," Vale",11,0,T,14.0000,116
52969,Givens," Architectural Design I"," Vale",11,0,T,14.3000,116
52970,Givens," Architectural Design I"," Vale",11,0,T,15.0000,116
52971,Givens," Architectural Design I"," Vale",11,0,T,15.3000,116
52972,Givens," Architectural Design I"," Vale",11,0,T,16.0000,116
52973,Givens," Architectural Design I"," Vale",11,0,T,16.3000,116
52974,Givens," Architectural Design I"," Vale",11,0,T,17.0000,116
52975,Givens," Architectural Design I"," Vale",11,0,H,13.0000,116
52976,Givens," Architectural Design I"," Vale",11,0,H,13.3000,116
52977,Givens," Architectural Design I"," Vale",11,0,H,14.0000,116
52978,Givens," Architectural Design I"," Vale",11,0,H,14.3000,116
52979,Givens," Architectural Design I"," Vale",11,0,H,15.0000,116
52980,Givens," Architectural Design I"," Vale",11,0,H,15.3000,116
52981,Givens," Architectural Design I"," Vale",11,0,H,16.0000,116
52982,Givens," Architectural Design I"," Vale",11,0,H,16.3000,116
52983,Givens," Architectural Design I"," Vale",11,0,H,17.0000,116
52984,Givens," Architectural Design I"," Abendroth",10,0,T,13.0000,116
52985,Givens," Architectural Design I"," Abendroth",10,0,T,13.3000,116
52986,Givens," Architectural Design I"," Abendroth",10,0,T,14.0000,116
52987,Givens," Architectural Design I"," Abendroth",10,0,T,14.3000,116
52988,Givens," Architectural Design I"," Abendroth",10,0,T,15.0000,116
52989,Givens," Architectural Design I"," Abendroth",10,0,T,15.3000,116
52990,Givens," Architectural Design I"," Abendroth",10,0,T,16.0000,116
52991,Givens," Architectural Design I"," Abendroth",10,0,T,16.3000,116
52992,Givens," Architectural Design I"," Abendroth",10,0,T,17.0000,116
52993,Givens," Architectural Design I"," Abendroth",10,0,H,13.0000,116
52994,Givens," Architectural Design I"," Abendroth",10,0,H,13.3000,116
52995,Givens," Architectural Design I"," Abendroth",10,0,H,14.0000,116
52996,Givens," Architectural Design I"," Abendroth",10,0,H,14.3000,116
52997,Givens," Architectural Design I"," Abendroth",10,0,H,15.0000,116
52998,Givens," Architectural Design I"," Abendroth",10,0,H,15.3000,116
52999,Givens," Architectural Design I"," Abendroth",10,0,H,16.0000,116
53000,Givens," Architectural Design I"," Abendroth",10,0,H,16.3000,116
53001,Givens," Architectural Design I"," Abendroth",10,0,H,17.0000,116
53002,Givens," Architectural Design I"," Byun",10,0,T,13.0000,116
53003,Givens," Architectural Design I"," Byun",10,0,T,13.3000,116
53004,Givens," Architectural Design I"," Byun",10,0,T,14.0000,116
53005,Givens," Architectural Design I"," Byun",10,0,T,14.3000,116
53006,Givens," Architectural Design I"," Byun",10,0,T,15.0000,116
53007,Givens," Architectural Design I"," Byun",10,0,T,15.3000,116
53008,Givens," Architectural Design I"," Byun",10,0,T,16.0000,116
53009,Givens," Architectural Design I"," Byun",10,0,T,16.3000,116
53010,Givens," Architectural Design I"," Byun",10,0,T,17.0000,116
53011,Givens," Architectural Design I"," Byun",10,0,H,13.0000,116
53012,Givens," Architectural Design I"," Byun",10,0,H,13.3000,116
53013,Givens," Architectural Design I"," Byun",10,0,H,14.0000,116
53014,Givens," Architectural Design I"," Byun",10,0,H,14.3000,116
53015,Givens," Architectural Design I"," Byun",10,0,H,15.0000,116
53016,Givens," Architectural Design I"," Byun",10,0,H,15.3000,116
53017,Givens," Architectural Design I"," Byun",10,0,H,16.0000,116
53018,Givens," Architectural Design I"," Byun",10,0,H,16.3000,116
53019,Givens," Architectural Design I"," Byun",10,0,H,17.0000,116
53020,Givens," Architectural Design I"," Stitelman",10,0,T,13.0000,116
53021,Givens," Architectural Design I"," Stitelman",10,0,T,13.3000,116
53022,Givens," Architectural Design I"," Stitelman",10,0,T,14.0000,116
53023,Givens," Architectural Design I"," Stitelman",10,0,T,14.3000,116
53024,Givens," Architectural Design I"," Stitelman",10,0,T,15.0000,116
53025,Givens," Architectural Design I"," Stitelman",10,0,T,15.3000,116
53026,Givens," Architectural Design I"," Stitelman",10,0,T,16.0000,116
53027,Givens," Architectural Design I"," Stitelman",10,0,T,16.3000,116
53028,Givens," Architectural Design I"," Stitelman",10,0,T,17.0000,116
53029,Givens," Architectural Design I"," Stitelman",10,0,H,13.0000,116
53030,Givens," Architectural Design I"," Stitelman",10,0,H,13.3000,116
53031,Givens," Architectural Design I"," Stitelman",10,0,H,14.0000,116
53032,Givens," Architectural Design I"," Stitelman",10,0,H,14.3000,116
53033,Givens," Architectural Design I"," Stitelman",10,0,H,15.0000,116
53034,Givens," Architectural Design I"," Stitelman",10,0,H,15.3000,116
53035,Givens," Architectural Design I"," Stitelman",10,0,H,16.0000,116
53036,Givens," Architectural Design I"," Stitelman",10,0,H,16.3000,116
53037,Givens," Architectural Design I"," Stitelman",10,0,H,17.0000,116
53038,Givens," Architectural Design I"," Stouffer",10,0,T,13.0000,116
53039,Givens," Architectural Design I"," Stouffer",10,0,T,13.3000,116
53040,Givens," Architectural Design I"," Stouffer",10,0,T,14.0000,116
53041,Givens," Architectural Design I"," Stouffer",10,0,T,14.3000,116
53042,Givens," Architectural Design I"," Stouffer",10,0,T,15.0000,116
53043,Givens," Architectural Design I"," Stouffer",10,0,T,15.3000,116
53044,Givens," Architectural Design I"," Stouffer",10,0,T,16.0000,116
53045,Givens," Architectural Design I"," Stouffer",10,0,T,16.3000,116
53046,Givens," Architectural Design I"," Stouffer",10,0,T,17.0000,116
53047,Givens," Architectural Design I"," Stouffer",10,0,H,13.0000,116
53048,Givens," Architectural Design I"," Stouffer",10,0,H,13.3000,116
53049,Givens," Architectural Design I"," Stouffer",10,0,H,14.0000,116
53050,Givens," Architectural Design I"," Stouffer",10,0,H,14.3000,116
53051,Givens," Architectural Design I"," Stouffer",10,0,H,15.0000,116
53052,Givens," Architectural Design I"," Stouffer",10,0,H,15.3000,116
53053,Givens," Architectural Design I"," Stouffer",10,0,H,16.0000,116
53054,Givens," Architectural Design I"," Stouffer",10,0,H,16.3000,116
53055,Givens," Architectural Design I"," Stouffer",10,0,H,17.0000,116
53056,Givens," Shared Ecologies and Design"," Denizen",16,0,F,8.3000,118
53057,Givens," Shared Ecologies and Design"," Denizen",16,0,F,9.0000,118
53058,Givens," Shared Ecologies and Design"," Denizen",16,0,F,9.3000,118
53059,Givens," Shared Ecologies and Design"," Denizen",16,0,F,10.0000,118
53060,Givens," Shared Ecologies and Design"," Denizen",16,0,F,10.3000,118
53061,Givens," Shared Ecologies and Design"," Denizen",16,0,F,11.0000,118
53062,Steinberg," Community Building"," Hansman",13,0,T,13.0000,6
53063,Steinberg," Community Building"," Hansman",13,0,T,13.3000,6
53064,Steinberg," Community Building"," Hansman",13,0,T,14.0000,6
53065,Steinberg," Community Building"," Hansman",13,0,T,14.3000,6
53066,Steinberg," Community Building"," Hansman",13,0,T,15.0000,6
53067,Steinberg," Community Building"," Hansman",13,0,T,15.3000,6
53068,Steinberg," Community Building"," Hansman",13,0,H,13.0000,6
53069,Steinberg," Community Building"," Hansman",13,0,H,13.3000,6
53070,Steinberg," Community Building"," Hansman",13,0,H,14.0000,6
53071,Steinberg," Community Building"," Hansman",13,0,H,14.3000,6
53072,Steinberg," Community Building"," Hansman",13,0,H,15.0000,6
53073,Steinberg," Community Building"," Hansman",13,0,H,15.3000,6
53074,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,17.3000,26
53075,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,18.0000,26
53076,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,18.3000,26
53077,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,19.0000,26
53078,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,19.3000,26
53079,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,T,20.0000,26
53080,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,17.3000,26
53081,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,18.0000,26
53082,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,18.3000,26
53083,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,19.0000,26
53084,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,19.3000,26
53085,Steinberg," Architecture Through the Photographic Lens"," Colten",8,0,H,20.0000,26
53086,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,T,10.0000,100
53087,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,T,10.3000,100
53088,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,T,11.0000,100
53089,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,H,10.0000,100
53090,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,H,10.3000,100
53091,Busch," Architectural History I: Antiquity to Baroque"," Allen",63,0,H,11.0000,100
53092,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,8.3000,103
53093,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,9.0000,103
53094,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,9.3000,103
53095,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,10.0000,103
53096,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,10.3000,103
53097,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,M,11.0000,103
53098,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,8.3000,103
53099,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,9.0000,103
53100,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,9.3000,103
53101,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,10.0000,103
53102,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,10.3000,103
53103,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,W,11.0000,103
53104,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRipe",19,0,T,14.3000,110
53105,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRipe",19,0,T,15.0000,110
53106,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRipe",19,0,T,15.3000,110
53107,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRipe",19,0,H,14.3000,110
53108,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRipe",19,0,H,15.0000,110
53109,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRipe",19,0,H,15.3000,110
53110,Givens," Design Culture"," Luchini",47,0,M,11.3000,116
53111,Givens," Design Culture"," Luchini",47,0,M,12.0000,116
53112,Givens," Design Culture"," Luchini",47,0,M,12.3000,116
53113,Givens," Design Culture"," Luchini",47,0,W,11.3000,116
53114,Givens," Design Culture"," Luchini",47,0,W,12.0000,116
53115,Givens," Design Culture"," Luchini",47,0,W,12.3000,116
53116,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,T,10.0000,100
53117,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,T,10.3000,100
53118,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,T,11.0000,100
53119,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,H,10.0000,100
53120,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,H,10.3000,100
53121,Busch," Architectural History I:  Antiquity to Baroque"," Allen",63,0,H,11.0000,100
53122,Givens," Environmental Systems I"," Yin",50,0,T,11.3000,116
53123,Givens," Environmental Systems I"," Yin",50,0,T,12.0000,116
53124,Givens," Environmental Systems I"," Yin",50,0,T,12.3000,116
53125,Givens," Environmental Systems I"," Yin",50,0,H,11.3000,116
53126,Givens," Environmental Systems I"," Yin",50,0,H,12.0000,116
53127,Givens," Environmental Systems I"," Yin",50,0,H,12.3000,116
53128,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,8.0000,105
53129,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,8.3000,105
53130,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,9.0000,105
53131,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,9.3000,105
53132,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,8.3000,105
53133,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,9.0000,105
53134,Steinberg," Building Systems"," Moyano Fernandez",97,0,M,9.3000,105
53135,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,8.0000,105
53136,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,8.3000,105
53137,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,9.0000,105
53138,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,9.3000,105
53139,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,8.3000,105
53140,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,9.0000,105
53141,Steinberg," Building Systems"," Moyano Fernandez",97,0,F,9.3000,105
53142,Simon," Structures I"," Shinn",70,0,W,18.3000,023
53143,Simon," Structures I"," Shinn",70,0,W,19.0000,023
53144,Simon," Structures I"," Shinn",70,0,W,19.3000,023
53145,Simon," Structures I"," Shinn",70,0,W,20.0000,023
53146,Simon," Structures I"," Shinn",70,0,W,20.3000,023
53147,Givens," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,W,8.3000,118
53148,Givens," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,W,9.0000,118
53149,Givens," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,W,9.3000,118
53150,Givens," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,W,10.0000,118
53151,Givens," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,W,10.3000,118
53152,Givens," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,W,11.0000,118
53153,Givens," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,T,8.3000,118
53154,Givens," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,T,9.0000,118
53155,Givens," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,T,9.3000,118
53156,Givens," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,H,8.3000,118
53157,Givens," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,H,9.0000,118
53158,Givens," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,H,9.3000,118
53159,Steinberg," Solar Decathlon Design Challenge"," Abendroth",6,0,T,11.3000,205
53160,Steinberg," Solar Decathlon Design Challenge"," Abendroth",6,0,T,12.0000,205
53161,Steinberg," Solar Decathlon Design Challenge"," Abendroth",6,0,T,12.3000,205
53162,Steinberg," Solar Decathlon Design Challenge"," Abendroth",6,0,H,11.3000,205
53163,Steinberg," Solar Decathlon Design Challenge"," Abendroth",6,0,H,12.0000,205
53164,Steinberg," Solar Decathlon Design Challenge"," Abendroth",6,0,H,12.3000,205
53165,Givens," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,W,18.0000,118
53166,Givens," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,W,18.3000,118
53167,Givens," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,W,19.0000,118
53168,Givens," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,W,19.3000,118
53169,Givens," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,W,20.0000,118
53170,Givens," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,W,20.3000,118
53171,Weil," NOMA National Design Competition"," Betts",9,0,F,13.0000,120
53172,Weil," NOMA National Design Competition"," Betts",9,0,F,13.3000,120
53173,Weil," NOMA National Design Competition"," Betts",9,0,F,14.0000,120
53174,Weil," NOMA National Design Competition"," Betts",9,0,F,14.3000,120
53175,Weil," NOMA National Design Competition"," Betts",9,0,F,15.0000,120
53176,Weil," NOMA National Design Competition"," Betts",9,0,F,15.3000,120
53177,Weil," NOMA National Design Competition"," Betts",9,0,F,16.0000,120
53178,Weil," NOMA National Design Competition"," Betts",9,0,F,16.3000,120
53179,Steinberg," Pre-Design Seminar"," Stitelman",49,0,F,11.3000,105
53180,Steinberg," Pre-Design Seminar"," Stitelman",49,0,F,12.0000,105
53181,Steinberg," Pre-Design Seminar"," Stitelman",49,0,F,12.3000,105
53182,Givens," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,H,18.0000,115
53183,Givens," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,H,18.3000,115
53184,Givens," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,H,19.0000,115
53185,Givens," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,H,19.3000,115
53186,Givens," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,H,20.0000,115
53187,Givens," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,H,20.3000,115
53188,Steinberg," Advanced Building Systems"," Janis Ahrens",49,0,T,8.3000,105
53189,Steinberg," Advanced Building Systems"," Janis Ahrens",49,0,T,9.0000,105
53190,Steinberg," Advanced Building Systems"," Janis Ahrens",49,0,T,9.3000,105
53191,Steinberg," Advanced Building Systems"," Janis Ahrens",49,0,H,8.3000,105
53192,Steinberg," Advanced Building Systems"," Janis Ahrens",49,0,H,9.0000,105
53193,Steinberg," Advanced Building Systems"," Janis Ahrens",49,0,H,9.3000,105
53194,Weil," Kindred Landscapes"," Peemoeller",5,0,W,13.0000,230
53195,Weil," Kindred Landscapes"," Peemoeller",5,0,W,13.3000,230
53196,Weil," Kindred Landscapes"," Peemoeller",5,0,W,14.0000,230
53197,Weil," Kindred Landscapes"," Peemoeller",5,0,W,14.3000,230
53198,Weil," Kindred Landscapes"," Peemoeller",5,0,W,15.0000,230
53199,Weil," Kindred Landscapes"," Peemoeller",5,0,W,15.3000,230
53200,Steinberg," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,T,13.0000,205
53201,Steinberg," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,T,13.3000,205
53202,Steinberg," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,T,14.0000,205
53203,Steinberg," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,T,14.3000,205
53204,Steinberg," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,T,15.0000,205
53205,Steinberg," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,T,15.3000,205
53206,Givens," Advanced Seminar in Urban Sustainability I"," Hoal",6,0,H,18.0000,118
