building,name,professor,enrolled,waits,day,time
Givens,Representation I,Ulmer,12,0,F,14.0
Givens,Representation I,Ulmer,12,0,F,14.3
Givens,Representation I,Ulmer,12,0,F,15.0
Givens,Representation I,Ulmer,12,0,F,15.3
Givens,Representation I,Ulmer,12,0,F,16.0
Givens,Representation I,Ulmer,12,0,F,16.3
Givens,Representation I,Null,11,0,F,14.0
Givens,Representation I,Null,11,0,F,14.3
Givens,Representation I,Null,11,0,F,15.0
Givens,Representation I,Null,11,0,F,15.3
Givens,Representation I,Null,11,0,F,16.0
Givens,Representation I,Null,11,0,F,16.3
Givens,Representation I,Guo,13,0,F,14.0
Givens,Representation I,Guo,13,0,F,14.3
Givens,Representation I,Guo,13,0,F,15.0
Givens,Representation I,Guo,13,0,F,15.3
Givens,Representation I,Guo,13,0,F,16.0
Givens,Representation I,Guo,13,0,F,16.3
Givens,Architectural Design I,Vale,11,0,T,13.0
Givens,Architectural Design I,Vale,11,0,T,13.3
Givens,Architectural Design I,Vale,11,0,T,14.0
Givens,Architectural Design I,Vale,11,0,T,14.3
Givens,Architectural Design I,Vale,11,0,T,15.0
Givens,Architectural Design I,Vale,11,0,T,15.3
Givens,Architectural Design I,Vale,11,0,T,16.0
Givens,Architectural Design I,Vale,11,0,T,16.3
Givens,Architectural Design I,Vale,11,0,T,17.0
Givens,Architectural Design I,Vale,11,0,H,13.0
Givens,Architectural Design I,Vale,11,0,H,13.3
Givens,Architectural Design I,Vale,11,0,H,14.0
Givens,Architectural Design I,Vale,11,0,H,14.3
Givens,Architectural Design I,Vale,11,0,H,15.0
Givens,Architectural Design I,Vale,11,0,H,15.3
Givens,Architectural Design I,Vale,11,0,H,16.0
Givens,Architectural Design I,Vale,11,0,H,16.3
Givens,Architectural Design I,Vale,11,0,H,17.0
Givens,Architectural Design I,Abendroth,10,0,T,13.0
Givens,Architectural Design I,Abendroth,10,0,T,13.3
Givens,Architectural Design I,Abendroth,10,0,T,14.0
Givens,Architectural Design I,Abendroth,10,0,T,14.3
Givens,Architectural Design I,Abendroth,10,0,T,15.0
Givens,Architectural Design I,Abendroth,10,0,T,15.3
Givens,Architectural Design I,Abendroth,10,0,T,16.0
Givens,Architectural Design I,Abendroth,10,0,T,16.3
Givens,Architectural Design I,Abendroth,10,0,T,17.0
Givens,Architectural Design I,Abendroth,10,0,H,13.0
Givens,Architectural Design I,Abendroth,10,0,H,13.3
Givens,Architectural Design I,Abendroth,10,0,H,14.0
Givens,Architectural Design I,Abendroth,10,0,H,14.3
Givens,Architectural Design I,Abendroth,10,0,H,15.0
Givens,Architectural Design I,Abendroth,10,0,H,15.3
Givens,Architectural Design I,Abendroth,10,0,H,16.0
Givens,Architectural Design I,Abendroth,10,0,H,16.3
Givens,Architectural Design I,Abendroth,10,0,H,17.0
Givens,Architectural Design I,Byun,10,0,T,13.0
Givens,Architectural Design I,Byun,10,0,T,13.3
Givens,Architectural Design I,Byun,10,0,T,14.0
Givens,Architectural Design I,Byun,10,0,T,14.3
Givens,Architectural Design I,Byun,10,0,T,15.0
Givens,Architectural Design I,Byun,10,0,T,15.3
Givens,Architectural Design I,Byun,10,0,T,16.0
Givens,Architectural Design I,Byun,10,0,T,16.3
Givens,Architectural Design I,Byun,10,0,T,17.0
Givens,Architectural Design I,Byun,10,0,H,13.0
Givens,Architectural Design I,Byun,10,0,H,13.3
Givens,Architectural Design I,Byun,10,0,H,14.0
Givens,Architectural Design I,Byun,10,0,H,14.3
Givens,Architectural Design I,Byun,10,0,H,15.0
Givens,Architectural Design I,Byun,10,0,H,15.3
Givens,Architectural Design I,Byun,10,0,H,16.0
Givens,Architectural Design I,Byun,10,0,H,16.3
Givens,Architectural Design I,Byun,10,0,H,17.0
Givens,Architectural Design I,Stitelman,10,0,T,13.0
Givens,Architectural Design I,Stitelman,10,0,T,13.3
Givens,Architectural Design I,Stitelman,10,0,T,14.0
Givens,Architectural Design I,Stitelman,10,0,T,14.3
Givens,Architectural Design I,Stitelman,10,0,T,15.0
Givens,Architectural Design I,Stitelman,10,0,T,15.3
Givens,Architectural Design I,Stitelman,10,0,T,16.0
Givens,Architectural Design I,Stitelman,10,0,T,16.3
Givens,Architectural Design I,Stitelman,10,0,T,17.0
Givens,Architectural Design I,Stitelman,10,0,H,13.0
Givens,Architectural Design I,Stitelman,10,0,H,13.3
Givens,Architectural Design I,Stitelman,10,0,H,14.0
Givens,Architectural Design I,Stitelman,10,0,H,14.3
Givens,Architectural Design I,Stitelman,10,0,H,15.0
Givens,Architectural Design I,Stitelman,10,0,H,15.3
Givens,Architectural Design I,Stitelman,10,0,H,16.0
Givens,Architectural Design I,Stitelman,10,0,H,16.3
Givens,Architectural Design I,Stitelman,10,0,H,17.0
Givens,Architectural Design I,Stouffer,10,0,T,13.0
Givens,Architectural Design I,Stouffer,10,0,T,13.3
Givens,Architectural Design I,Stouffer,10,0,T,14.0
Givens,Architectural Design I,Stouffer,10,0,T,14.3
Givens,Architectural Design I,Stouffer,10,0,T,15.0
Givens,Architectural Design I,Stouffer,10,0,T,15.3
Givens,Architectural Design I,Stouffer,10,0,T,16.0
Givens,Architectural Design I,Stouffer,10,0,T,16.3
Givens,Architectural Design I,Stouffer,10,0,T,17.0
Givens,Architectural Design I,Stouffer,10,0,H,13.0
Givens,Architectural Design I,Stouffer,10,0,H,13.3
Givens,Architectural Design I,Stouffer,10,0,H,14.0
Givens,Architectural Design I,Stouffer,10,0,H,14.3
Givens,Architectural Design I,Stouffer,10,0,H,15.0
Givens,Architectural Design I,Stouffer,10,0,H,15.3
Givens,Architectural Design I,Stouffer,10,0,H,16.0
Givens,Architectural Design I,Stouffer,10,0,H,16.3
Givens,Architectural Design I,Stouffer,10,0,H,17.0
Givens,Shared Ecologies and Design,Denizen,16,0,F,8.3
Givens,Shared Ecologies and Design,Denizen,16,0,F,9.0
Givens,Shared Ecologies and Design,Denizen,16,0,F,9.3
Givens,Shared Ecologies and Design,Denizen,16,0,F,10.0
Givens,Shared Ecologies and Design,Denizen,16,0,F,10.3
Givens,Shared Ecologies and Design,Denizen,16,0,F,11.0
Steinberg,Community Building,Hansman,13,0,T,13.0
Steinberg,Community Building,Hansman,13,0,T,13.3
Steinberg,Community Building,Hansman,13,0,T,14.0
Steinberg,Community Building,Hansman,13,0,T,14.3
Steinberg,Community Building,Hansman,13,0,T,15.0
Steinberg,Community Building,Hansman,13,0,T,15.3
Steinberg,Community Building,Hansman,13,0,H,13.0
Steinberg,Community Building,Hansman,13,0,H,13.3
Steinberg,Community Building,Hansman,13,0,H,14.0
Steinberg,Community Building,Hansman,13,0,H,14.3
Steinberg,Community Building,Hansman,13,0,H,15.0
Steinberg,Community Building,Hansman,13,0,H,15.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,17.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,18.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,18.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,19.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,19.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,20.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,17.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,18.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,18.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,19.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,19.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,20.0
Busch,Architectural History I: Antiquity to Baroque,Allen,63,0,T,10.0
Busch,Architectural History I: Antiquity to Baroque,Allen,63,0,T,10.3
Busch,Architectural History I: Antiquity to Baroque,Allen,63,0,T,11.0
Busch,Architectural History I: Antiquity to Baroque,Allen,63,0,H,10.0
Busch,Architectural History I: Antiquity to Baroque,Allen,63,0,H,10.3
Busch,Architectural History I: Antiquity to Baroque,Allen,63,0,H,11.0
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,M,8.3
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,M,9.0
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,M,9.3
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,M,10.0
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,M,10.3
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,M,11.0
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,W,8.3
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,W,9.0
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,W,9.3
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,W,10.0
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,W,10.3
Walker Hall,Furniture Design Emphasis Metal,Stouffer,13,0,W,11.0
January Hall,Sustainability Exchange: Community and University Practicums,Williams Krummenacher Solberg Knipp VanRiper Bumpers,19,0,T,14.3
January Hall,Sustainability Exchange: Community and University Practicums,Williams Krummenacher Solberg Knipp VanRiper Bumpers,19,0,T,15.0
January Hall,Sustainability Exchange: Community and University Practicums,Williams Krummenacher Solberg Knipp VanRiper Bumpers,19,0,T,15.3
January Hall,Sustainability Exchange: Community and University Practicums,Williams Krummenacher Solberg Knipp VanRiper Bumpers,19,0,H,14.3
January Hall,Sustainability Exchange: Community and University Practicums,Williams Krummenacher Solberg Knipp VanRiper Bumpers,19,0,H,15.0
January Hall,Sustainability Exchange: Community and University Practicums,Williams Krummenacher Solberg Knipp VanRiper Bumpers,19,0,H,15.3
Givens,Design Culture,Luchini,47,0,M,11.3
Givens,Design Culture,Luchini,47,0,M,12.0
Givens,Design Culture,Luchini,47,0,M,12.3
Givens,Design Culture,Luchini,47,0,W,11.3
Givens,Design Culture,Luchini,47,0,W,12.0
Givens,Design Culture,Luchini,47,0,W,12.3
Busch,Architectural History I:  Antiquity to Baroque,Allen,63,0,T,10.0
Busch,Architectural History I:  Antiquity to Baroque,Allen,63,0,T,10.3
Busch,Architectural History I:  Antiquity to Baroque,Allen,63,0,T,11.0
Busch,Architectural History I:  Antiquity to Baroque,Allen,63,0,H,10.0
Busch,Architectural History I:  Antiquity to Baroque,Allen,63,0,H,10.3
Busch,Architectural History I:  Antiquity to Baroque,Allen,63,0,H,11.0
Givens,Environmental Systems I,Yin,50,0,T,11.3
Givens,Environmental Systems I,Yin,50,0,T,12.0
Givens,Environmental Systems I,Yin,50,0,T,12.3
Givens,Environmental Systems I,Yin,50,0,H,11.3
Givens,Environmental Systems I,Yin,50,0,H,12.0
Givens,Environmental Systems I,Yin,50,0,H,12.3
Steinberg,Building Systems,Moyano Fernandez,97,0,M,8.0
Steinberg,Building Systems,Moyano Fernandez,97,0,M,8.3
Steinberg,Building Systems,Moyano Fernandez,97,0,M,9.0
Steinberg,Building Systems,Moyano Fernandez,97,0,M,9.3
Steinberg,Building Systems,Moyano Fernandez,97,0,M,8.3
Steinberg,Building Systems,Moyano Fernandez,97,0,M,9.0
Steinberg,Building Systems,Moyano Fernandez,97,0,M,9.3
Steinberg,Building Systems,Moyano Fernandez,97,0,F,8.0
Steinberg,Building Systems,Moyano Fernandez,97,0,F,8.3
Steinberg,Building Systems,Moyano Fernandez,97,0,F,9.0
Steinberg,Building Systems,Moyano Fernandez,97,0,F,9.3
Steinberg,Building Systems,Moyano Fernandez,97,0,F,8.3
Steinberg,Building Systems,Moyano Fernandez,97,0,F,9.0
Steinberg,Building Systems,Moyano Fernandez,97,0,F,9.3
Simon,Structures I,Shinn,70,0,W,18.3
Simon,Structures I,Shinn,70,0,W,19.0
Simon,Structures I,Shinn,70,0,W,19.3
Simon,Structures I,Shinn,70,0,W,20.0
Simon,Structures I,Shinn,70,0,W,20.3
Givens,Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis,Freixas,7,0,W,8.3
Givens,Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis,Freixas,7,0,W,9.0
Givens,Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis,Freixas,7,0,W,9.3
Givens,Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis,Freixas,7,0,W,10.0
Givens,Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis,Freixas,7,0,W,10.3
Givens,Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis,Freixas,7,0,W,11.0
Givens,Creating a Resilient City: Gateway South St. Louis,Yin,5,0,T,8.3
Givens,Creating a Resilient City: Gateway South St. Louis,Yin,5,0,T,9.0
Givens,Creating a Resilient City: Gateway South St. Louis,Yin,5,0,T,9.3
Givens,Creating a Resilient City: Gateway South St. Louis,Yin,5,0,H,8.3
Givens,Creating a Resilient City: Gateway South St. Louis,Yin,5,0,H,9.0
Givens,Creating a Resilient City: Gateway South St. Louis,Yin,5,0,H,9.3
Steinberg,Solar Decathlon Design Challenge,Abendroth,6,0,T,11.3
Steinberg,Solar Decathlon Design Challenge,Abendroth,6,0,T,12.0
Steinberg,Solar Decathlon Design Challenge,Abendroth,6,0,T,12.3
Steinberg,Solar Decathlon Design Challenge,Abendroth,6,0,H,11.3
Steinberg,Solar Decathlon Design Challenge,Abendroth,6,0,H,12.0
Steinberg,Solar Decathlon Design Challenge,Abendroth,6,0,H,12.3
Givens,Landscapes Through Time:  The History of St. Louis' Built Environment,Moore,10,0,W,18.0
Givens,Landscapes Through Time:  The History of St. Louis' Built Environment,Moore,10,0,W,18.3
Givens,Landscapes Through Time:  The History of St. Louis' Built Environment,Moore,10,0,W,19.0
Givens,Landscapes Through Time:  The History of St. Louis' Built Environment,Moore,10,0,W,19.3
Givens,Landscapes Through Time:  The History of St. Louis' Built Environment,Moore,10,0,W,20.0
Givens,Landscapes Through Time:  The History of St. Louis' Built Environment,Moore,10,0,W,20.3
Weil,NOMA National Design Competition,Betts,9,0,F,13.0
Weil,NOMA National Design Competition,Betts,9,0,F,13.3
Weil,NOMA National Design Competition,Betts,9,0,F,14.0
Weil,NOMA National Design Competition,Betts,9,0,F,14.3
Weil,NOMA National Design Competition,Betts,9,0,F,15.0
Weil,NOMA National Design Competition,Betts,9,0,F,15.3
Weil,NOMA National Design Competition,Betts,9,0,F,16.0
Weil,NOMA National Design Competition,Betts,9,0,F,16.3
Steinberg,Pre-Design Seminar,Stitelman,49,0,F,11.3
Steinberg,Pre-Design Seminar,Stitelman,49,0,F,12.0
Steinberg,Pre-Design Seminar,Stitelman,49,0,F,12.3
Givens,Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs,Moore,11,0,H,18.0
Givens,Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs,Moore,11,0,H,18.3
Givens,Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs,Moore,11,0,H,19.0
Givens,Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs,Moore,11,0,H,19.3
Givens,Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs,Moore,11,0,H,20.0
Givens,Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs,Moore,11,0,H,20.3
Steinberg,Advanced Building Systems,Janis Ahrens,49,0,T,8.3
Steinberg,Advanced Building Systems,Janis Ahrens,49,0,T,9.0
Steinberg,Advanced Building Systems,Janis Ahrens,49,0,T,9.3
Steinberg,Advanced Building Systems,Janis Ahrens,49,0,H,8.3
Steinberg,Advanced Building Systems,Janis Ahrens,49,0,H,9.0
Steinberg,Advanced Building Systems,Janis Ahrens,49,0,H,9.3
Weil,Kindred Landscapes,Peemoeller,5,0,W,13.0
Weil,Kindred Landscapes,Peemoeller,5,0,W,13.3
Weil,Kindred Landscapes,Peemoeller,5,0,W,14.0
Weil,Kindred Landscapes,Peemoeller,5,0,W,14.3
Weil,Kindred Landscapes,Peemoeller,5,0,W,15.0
Weil,Kindred Landscapes,Peemoeller,5,0,W,15.3
Steinberg,Architecture Climate Metabolism and Use. Towards Post-Sustainability,Garcia-German,9,0,T,13.0
Steinberg,Architecture Climate Metabolism and Use. Towards Post-Sustainability,Garcia-German,9,0,T,13.3
Steinberg,Architecture Climate Metabolism and Use. Towards Post-Sustainability,Garcia-German,9,0,T,14.0
Steinberg,Architecture Climate Metabolism and Use. Towards Post-Sustainability,Garcia-German,9,0,T,14.3
Steinberg,Architecture Climate Metabolism and Use. Towards Post-Sustainability,Garcia-German,9,0,T,15.0
Steinberg,Architecture Climate Metabolism and Use. Towards Post-Sustainability,Garcia-German,9,0,T,15.3
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,18.0
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,18.3
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,19.0
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,19.3
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,20.0
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,20.3
Givens,Theories & Methods of Historical Research,Mumford,11,0,T,13.0
Givens,Theories & Methods of Historical Research,Mumford,11,0,T,13.3
Givens,Theories & Methods of Historical Research,Mumford,11,0,T,14.0
Givens,Theories & Methods of Historical Research,Mumford,11,0,T,14.3
Givens,Theories & Methods of Historical Research,Mumford,11,0,T,15.0
Givens,Theories & Methods of Historical Research,Mumford,11,0,T,15.3
Steinberg,Professional Practice I,Johannes Scott,5,0,T,8.3
Steinberg,Professional Practice I,Johannes Scott,5,0,T,9.0
Steinberg,Professional Practice I,Johannes Scott,5,0,T,9.3
Steinberg,Professional Practice I,Johannes Scott,5,0,H,8.3
Steinberg,Professional Practice I,Johannes Scott,5,0,H,9.0
Steinberg,Professional Practice I,Johannes Scott,5,0,H,9.3
Givens,Shared Ecologies and Design,Denizen,16,0,F,8.3
Givens,Shared Ecologies and Design,Denizen,16,0,F,9.0
Givens,Shared Ecologies and Design,Denizen,16,0,F,9.3
Givens,Shared Ecologies and Design,Denizen,16,0,F,10.0
Givens,Shared Ecologies and Design,Denizen,16,0,F,10.3
Givens,Shared Ecologies and Design,Denizen,16,0,F,11.0
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,17.0
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,17.3
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,18.0
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,18.3
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,19.0
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,19.3
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,20.0
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,20.3
Givens,Landscape Representation I:  Hand Drafting Drawing & Sketching,Compadre,4,0,W,21.0
Steinberg,Visualizing Ecological Processes,Ellingsen,3,0,W,8.3
Steinberg,Visualizing Ecological Processes,Ellingsen,3,0,W,9.0
Steinberg,Visualizing Ecological Processes,Ellingsen,3,0,W,9.3
Steinberg,Visualizing Ecological Processes,Ellingsen,3,0,W,10.0
Steinberg,Visualizing Ecological Processes,Ellingsen,3,0,W,10.3
Steinberg,Visualizing Ecological Processes,Ellingsen,3,0,W,11.0
Weil,Plants & Environment,Ladd,7,0,T,8.3
Weil,Plants & Environment,Ladd,7,0,T,9.0
Weil,Plants & Environment,Ladd,7,0,T,9.3
Weil,Plants & Environment,Ladd,7,0,T,10.0
Weil,Plants & Environment,Ladd,7,0,T,10.3
Weil,Plants & Environment,Ladd,7,0,T,11.0
Weil,Kindred Landscapes,Peemoeller,5,0,W,13.0
Weil,Kindred Landscapes,Peemoeller,5,0,W,13.3
Weil,Kindred Landscapes,Peemoeller,5,0,W,14.0
Weil,Kindred Landscapes,Peemoeller,5,0,W,14.3
Weil,Kindred Landscapes,Peemoeller,5,0,W,15.0
Weil,Kindred Landscapes,Peemoeller,5,0,W,15.3
Weil,Landscape Technology,Emmelkamp,6,0,M,8.3
Weil,Landscape Technology,Emmelkamp,6,0,M,9.0
Weil,Landscape Technology,Emmelkamp,6,0,M,9.3
Weil,Landscape Technology,Emmelkamp,6,0,M,10.0
Weil,Landscape Technology,Emmelkamp,6,0,M,10.3
Weil,Landscape Technology,Emmelkamp,6,0,M,11.0
Givens,Landscape Architecture History & Theory,Carlson,10,0,T,14.3
Givens,Landscape Architecture History & Theory,Carlson,10,0,T,15.0
Givens,Landscape Architecture History & Theory,Carlson,10,0,T,15.3
Givens,Landscape Architecture History & Theory,Carlson,10,0,T,16.0
Givens,Landscape Architecture History & Theory,Carlson,10,0,T,16.3
Givens,Landscape Architecture History & Theory,Carlson,10,0,T,17.0
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,18.0
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,18.3
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,19.0
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,19.3
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,20.0
Givens,Advanced Seminar in Urban Sustainability I,Hoal,6,0,H,20.3
Givens,Informal Cities:  The Future of Global Urbanism,Bernstine,8,0,M,18.0
Givens,Informal Cities:  The Future of Global Urbanism,Bernstine,8,0,M,18.3
Givens,Informal Cities:  The Future of Global Urbanism,Bernstine,8,0,M,19.0
Givens,Informal Cities:  The Future of Global Urbanism,Bernstine,8,0,M,19.3
