"id","building","class_name","proff","num","friends","day","time"
74,"Givens"," Introduction to Design Processes I"," Denizen",11,0,"T",17.0
75,"Givens"," Introduction to Design Processes I"," Denizen",11,0,"H",14.0
76,"Givens"," Introduction to Design Processes I"," Denizen",11,0,"H",14.3
77,"Givens"," Introduction to Design Processes I"," Denizen",11,0,"H",15.0
78,"Givens"," Introduction to Design Processes I"," Denizen",11,0,"H",15.3
79,"Givens"," Introduction to Design Processes I"," Denizen",11,0,"H",16.0
80,"Givens"," Introduction to Design Processes I"," Denizen",11,0,"H",16.3
81,"Givens"," Introduction to Design Processes I"," Denizen",11,0,"H",17.0
82,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"T",14.0
83,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"T",14.3
84,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"T",15.0
85,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"T",15.3
86,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"T",16.0
87,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"T",16.3
88,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"T",17.0
89,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"H",14.0
90,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"H",14.3
91,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"H",15.0
92,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"H",15.3
93,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"H",16.0
94,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"H",16.3
95,"Givens"," Introduction to Design Processes I"," Freixas",11,0,"H",17.0
96,"Givens"," Introduction to Design Processes I"," Kim",12,0,"T",14.0
97,"Givens"," Introduction to Design Processes I"," Kim",12,0,"T",14.3
98,"Givens"," Introduction to Design Processes I"," Kim",12,0,"T",15.0
99,"Givens"," Introduction to Design Processes I"," Kim",12,0,"T",15.3
100,"Givens"," Introduction to Design Processes I"," Kim",12,0,"T",16.0
101,"Givens"," Introduction to Design Processes I"," Kim",12,0,"T",16.3
102,"Givens"," Introduction to Design Processes I"," Kim",12,0,"T",17.0
103,"Givens"," Introduction to Design Processes I"," Kim",12,0,"H",14.0
104,"Givens"," Introduction to Design Processes I"," Kim",12,0,"H",14.3
105,"Givens"," Introduction to Design Processes I"," Kim",12,0,"H",15.0
106,"Givens"," Introduction to Design Processes I"," Kim",12,0,"H",15.3
107,"Givens"," Introduction to Design Processes I"," Kim",12,0,"H",16.0
108,"Givens"," Introduction to Design Processes I"," Kim",12,0,"H",16.3
109,"Givens"," Introduction to Design Processes I"," Kim",12,0,"H",17.0
110,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"T",14.0
111,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"T",14.3
112,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"T",15.0
113,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"T",15.3
114,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"T",16.0
115,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"T",16.3
116,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"T",17.0
117,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"H",14.0
118,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"H",14.3
119,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"H",15.0
120,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"H",15.3
121,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"H",16.0
122,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"H",16.3
123,"Givens"," Introduction to Design Processes I"," Parcic",12,0,"H",17.0
124,"Givens"," Representation I"," Hatheway",14,0,"F",14.0
125,"Givens"," Representation I"," Hatheway",14,0,"F",14.3
126,"Givens"," Representation I"," Hatheway",14,0,"F",15.0
127,"Givens"," Representation I"," Hatheway",14,0,"F",15.3
128,"Givens"," Representation I"," Hatheway",14,0,"F",16.0
129,"Givens"," Representation I"," Hatheway",14,0,"F",16.3
130,"Givens"," Representation I"," Phillips",12,0,"F",14.0
131,"Givens"," Representation I"," Phillips",12,0,"F",14.3
132,"Givens"," Representation I"," Phillips",12,0,"F",15.0
133,"Givens"," Representation I"," Phillips",12,0,"F",15.3
134,"Givens"," Representation I"," Phillips",12,0,"F",16.0
135,"Givens"," Representation I"," Phillips",12,0,"F",16.3
136,"Givens"," Representation I"," Mitrisin",12,0,"F",14.0
137,"Givens"," Representation I"," Mitrisin",12,0,"F",14.3
138,"Givens"," Representation I"," Mitrisin",12,0,"F",15.0
139,"Givens"," Representation I"," Mitrisin",12,0,"F",15.3
140,"Givens"," Representation I"," Mitrisin",12,0,"F",16.0
141,"Givens"," Representation I"," Mitrisin",12,0,"F",16.3
142,"Givens"," Representation I"," Ulmer",12,0,"F",14.0
143,"Givens"," Representation I"," Ulmer",12,0,"F",14.3
144,"Givens"," Representation I"," Ulmer",12,0,"F",15.0
145,"Givens"," Representation I"," Ulmer",12,0,"F",15.3
146,"Givens"," Representation I"," Ulmer",12,0,"F",16.0
147,"Givens"," Representation I"," Ulmer",12,0,"F",16.3
148,"Givens"," Representation I"," Null",11,0,"F",14.0
149,"Givens"," Representation I"," Null",11,0,"F",14.3
150,"Givens"," Representation I"," Null",11,0,"F",15.0
151,"Givens"," Representation I"," Null",11,0,"F",15.3
152,"Givens"," Representation I"," Null",11,0,"F",16.0
153,"Givens"," Representation I"," Null",11,0,"F",16.3
154,"Givens"," Representation I"," Guo",13,0,"F",14.0
155,"Givens"," Representation I"," Guo",13,0,"F",14.3
156,"Givens"," Representation I"," Guo",13,0,"F",15.0
157,"Givens"," Representation I"," Guo",13,0,"F",15.3
158,"Givens"," Representation I"," Guo",13,0,"F",16.0
159,"Givens"," Representation I"," Guo",13,0,"F",16.3
160,"Givens"," Architectural Design I"," Vale",11,0,"T",13.0
161,"Givens"," Architectural Design I"," Vale",11,0,"T",13.3
162,"Givens"," Architectural Design I"," Vale",11,0,"T",14.0
163,"Givens"," Architectural Design I"," Vale",11,0,"T",14.3
164,"Givens"," Architectural Design I"," Vale",11,0,"T",15.0
165,"Givens"," Architectural Design I"," Vale",11,0,"T",15.3
166,"Givens"," Architectural Design I"," Vale",11,0,"T",16.0
167,"Givens"," Architectural Design I"," Vale",11,0,"T",16.3
168,"Givens"," Architectural Design I"," Vale",11,0,"T",17.0
169,"Givens"," Architectural Design I"," Vale",11,0,"H",13.0
170,"Givens"," Architectural Design I"," Vale",11,0,"H",13.3
171,"Givens"," Architectural Design I"," Vale",11,0,"H",14.0
172,"Givens"," Architectural Design I"," Vale",11,0,"H",14.3
173,"Givens"," Architectural Design I"," Vale",11,0,"H",15.0
174,"Givens"," Architectural Design I"," Vale",11,0,"H",15.3
175,"Givens"," Architectural Design I"," Vale",11,0,"H",16.0
176,"Givens"," Architectural Design I"," Vale",11,0,"H",16.3
177,"Givens"," Architectural Design I"," Vale",11,0,"H",17.0
178,"Givens"," Architectural Design I"," Abendroth",10,0,"T",13.0
179,"Givens"," Architectural Design I"," Abendroth",10,0,"T",13.3
180,"Givens"," Architectural Design I"," Abendroth",10,0,"T",14.0
181,"Givens"," Architectural Design I"," Abendroth",10,0,"T",14.3
182,"Givens"," Architectural Design I"," Abendroth",10,0,"T",15.0
183,"Givens"," Architectural Design I"," Abendroth",10,0,"T",15.3
184,"Givens"," Architectural Design I"," Abendroth",10,0,"T",16.0
185,"Givens"," Architectural Design I"," Abendroth",10,0,"T",16.3
186,"Givens"," Architectural Design I"," Abendroth",10,0,"T",17.0
187,"Givens"," Architectural Design I"," Abendroth",10,0,"H",13.0
188,"Givens"," Architectural Design I"," Abendroth",10,0,"H",13.3
189,"Givens"," Architectural Design I"," Abendroth",10,0,"H",14.0
190,"Givens"," Architectural Design I"," Abendroth",10,0,"H",14.3
191,"Givens"," Architectural Design I"," Abendroth",10,0,"H",15.0
192,"Givens"," Architectural Design I"," Abendroth",10,0,"H",15.3
193,"Givens"," Architectural Design I"," Abendroth",10,0,"H",16.0
194,"Givens"," Architectural Design I"," Abendroth",10,0,"H",16.3
195,"Givens"," Architectural Design I"," Abendroth",10,0,"H",17.0
196,"Givens"," Architectural Design I"," Byun",10,0,"T",13.0
197,"Givens"," Architectural Design I"," Byun",10,0,"T",13.3
198,"Givens"," Architectural Design I"," Byun",10,0,"T",14.0
199,"Givens"," Architectural Design I"," Byun",10,0,"T",14.3
200,"Givens"," Architectural Design I"," Byun",10,0,"T",15.0
201,"Givens"," Architectural Design I"," Byun",10,0,"T",15.3
202,"Givens"," Architectural Design I"," Byun",10,0,"T",16.0
203,"Givens"," Architectural Design I"," Byun",10,0,"T",16.3
204,"Givens"," Architectural Design I"," Byun",10,0,"T",17.0
205,"Givens"," Architectural Design I"," Byun",10,0,"H",13.0
206,"Givens"," Architectural Design I"," Byun",10,0,"H",13.3
207,"Givens"," Architectural Design I"," Byun",10,0,"H",14.0
208,"Givens"," Architectural Design I"," Byun",10,0,"H",14.3
209,"Givens"," Architectural Design I"," Byun",10,0,"H",15.0
210,"Givens"," Architectural Design I"," Byun",10,0,"H",15.3
211,"Givens"," Architectural Design I"," Byun",10,0,"H",16.0
212,"Givens"," Architectural Design I"," Byun",10,0,"H",16.3
213,"Givens"," Architectural Design I"," Byun",10,0,"H",17.0
214,"Givens"," Architectural Design I"," Stitelman",10,0,"T",13.0
215,"Givens"," Architectural Design I"," Stitelman",10,0,"T",13.3
216,"Givens"," Architectural Design I"," Stitelman",10,0,"T",14.0
217,"Givens"," Architectural Design I"," Stitelman",10,0,"T",14.3
218,"Givens"," Architectural Design I"," Stitelman",10,0,"T",15.0
219,"Givens"," Architectural Design I"," Stitelman",10,0,"T",15.3
220,"Givens"," Architectural Design I"," Stitelman",10,0,"T",16.0
221,"Givens"," Architectural Design I"," Stitelman",10,0,"T",16.3
222,"Givens"," Architectural Design I"," Stitelman",10,0,"T",17.0
223,"Givens"," Architectural Design I"," Stitelman",10,0,"H",13.0
224,"Givens"," Architectural Design I"," Stitelman",10,0,"H",13.3
225,"Givens"," Architectural Design I"," Stitelman",10,0,"H",14.0
226,"Givens"," Architectural Design I"," Stitelman",10,0,"H",14.3
227,"Givens"," Architectural Design I"," Stitelman",10,0,"H",15.0
228,"Givens"," Architectural Design I"," Stitelman",10,0,"H",15.3
229,"Givens"," Architectural Design I"," Stitelman",10,0,"H",16.0
230,"Givens"," Architectural Design I"," Stitelman",10,0,"H",16.3
231,"Givens"," Architectural Design I"," Stitelman",10,0,"H",17.0
232,"Givens"," Architectural Design I"," Stouffer",10,0,"T",13.0
233,"Givens"," Architectural Design I"," Stouffer",10,0,"T",13.3
234,"Givens"," Architectural Design I"," Stouffer",10,0,"T",14.0
235,"Givens"," Architectural Design I"," Stouffer",10,0,"T",14.3
236,"Givens"," Architectural Design I"," Stouffer",10,0,"T",15.0
237,"Givens"," Architectural Design I"," Stouffer",10,0,"T",15.3
238,"Givens"," Architectural Design I"," Stouffer",10,0,"T",16.0
239,"Givens"," Architectural Design I"," Stouffer",10,0,"T",16.3
240,"Givens"," Architectural Design I"," Stouffer",10,0,"T",17.0
241,"Givens"," Architectural Design I"," Stouffer",10,0,"H",13.0
242,"Givens"," Architectural Design I"," Stouffer",10,0,"H",13.3
243,"Givens"," Architectural Design I"," Stouffer",10,0,"H",14.0
244,"Givens"," Architectural Design I"," Stouffer",10,0,"H",14.3
245,"Givens"," Architectural Design I"," Stouffer",10,0,"H",15.0
246,"Givens"," Architectural Design I"," Stouffer",10,0,"H",15.3
247,"Givens"," Architectural Design I"," Stouffer",10,0,"H",16.0
248,"Givens"," Architectural Design I"," Stouffer",10,0,"H",16.3
249,"Givens"," Architectural Design I"," Stouffer",10,0,"H",17.0
250,"Givens"," Shared Ecologies and Design"," Denizen",16,0,"F",8.3
251,"Givens"," Shared Ecologies and Design"," Denizen",16,0,"F",9.0
252,"Givens"," Shared Ecologies and Design"," Denizen",16,0,"F",9.3
253,"Givens"," Shared Ecologies and Design"," Denizen",16,0,"F",10.0
254,"Givens"," Shared Ecologies and Design"," Denizen",16,0,"F",10.3
255,"Givens"," Shared Ecologies and Design"," Denizen",16,0,"F",11.0
256,"Steinberg"," Community Building"," Hansman",13,0,"T",13.0
257,"Steinberg"," Community Building"," Hansman",13,0,"T",13.3
258,"Steinberg"," Community Building"," Hansman",13,0,"T",14.0
259,"Steinberg"," Community Building"," Hansman",13,0,"T",14.3
260,"Steinberg"," Community Building"," Hansman",13,0,"T",15.0
261,"Steinberg"," Community Building"," Hansman",13,0,"T",15.3
262,"Steinberg"," Community Building"," Hansman",13,0,"H",13.0
263,"Steinberg"," Community Building"," Hansman",13,0,"H",13.3
264,"Steinberg"," Community Building"," Hansman",13,0,"H",14.0
265,"Steinberg"," Community Building"," Hansman",13,0,"H",14.3
266,"Steinberg"," Community Building"," Hansman",13,0,"H",15.0
267,"Steinberg"," Community Building"," Hansman",13,0,"H",15.3
268,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"T",17.3
269,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"T",18.0
270,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"T",18.3
271,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"T",19.0
272,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"T",19.3
273,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"T",20.0
274,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"H",17.3
275,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"H",18.0
276,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"H",18.3
277,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"H",19.0
278,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"H",19.3
279,"Steinberg"," Architecture Through the Photographic Lens"," Colten",8,0,"H",20.0
280,"Busch"," Architectural History I: Antiquity to Baroque"," Allen",63,0,"T",10.0
281,"Busch"," Architectural History I: Antiquity to Baroque"," Allen",63,0,"T",10.3
282,"Busch"," Architectural History I: Antiquity to Baroque"," Allen",63,0,"T",11.0
283,"Busch"," Architectural History I: Antiquity to Baroque"," Allen",63,0,"H",10.0
284,"Busch"," Architectural History I: Antiquity to Baroque"," Allen",63,0,"H",10.3
285,"Busch"," Architectural History I: Antiquity to Baroque"," Allen",63,0,"H",11.0
286,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"M",8.3
287,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"M",9.0
288,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"M",9.3
289,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"M",10.0
290,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"M",10.3
291,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"M",11.0
292,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"W",8.3
293,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"W",9.0
294,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"W",9.3
295,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"W",10.0
296,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"W",10.3
297,"Walker Hall"," Furniture Design Emphasis Metal"," Stouffer",13,0,"W",11.0
298,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,"T",14.3
299,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,"T",15.0
300,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,"T",15.3
301,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,"H",14.3
302,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,"H",15.0
303,"January Hall"," Sustainability Exchange: Community and University Practicums"," Williams Krummenacher Solberg Knipp VanRiper Bumpers",19,0,"H",15.3
304,"Givens"," Design Culture"," Luchini",47,0,"M",11.3
305,"Givens"," Design Culture"," Luchini",47,0,"M",12.0
306,"Givens"," Design Culture"," Luchini",47,0,"M",12.3
307,"Givens"," Design Culture"," Luchini",47,0,"W",11.3
308,"Givens"," Design Culture"," Luchini",47,0,"W",12.0
309,"Givens"," Design Culture"," Luchini",47,0,"W",12.3
310,"Busch"," Architectural History I:  Antiquity to Baroque"," Allen",63,0,"T",10.0
311,"Busch"," Architectural History I:  Antiquity to Baroque"," Allen",63,0,"T",10.3
312,"Busch"," Architectural History I:  Antiquity to Baroque"," Allen",63,0,"T",11.0
313,"Busch"," Architectural History I:  Antiquity to Baroque"," Allen",63,0,"H",10.0
314,"Busch"," Architectural History I:  Antiquity to Baroque"," Allen",63,0,"H",10.3
315,"Busch"," Architectural History I:  Antiquity to Baroque"," Allen",63,0,"H",11.0
316,"Givens"," Environmental Systems I"," Yin",50,0,"T",11.3
317,"Givens"," Environmental Systems I"," Yin",50,0,"T",12.0
318,"Givens"," Environmental Systems I"," Yin",50,0,"T",12.3
319,"Givens"," Environmental Systems I"," Yin",50,0,"H",11.3
320,"Givens"," Environmental Systems I"," Yin",50,0,"H",12.0
321,"Givens"," Environmental Systems I"," Yin",50,0,"H",12.3
322,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"M",8.0
323,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"M",8.3
324,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"M",9.0
325,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"M",9.3
326,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"M",8.3
327,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"M",9.0
328,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"M",9.3
329,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"F",8.0
330,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"F",8.3
331,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"F",9.0
332,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"F",9.3
333,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"F",8.3
334,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"F",9.0
335,"Steinberg"," Building Systems"," Moyano Fernandez",97,0,"F",9.3
336,"Simon"," Structures I"," Shinn",70,0,"W",18.3
337,"Simon"," Structures I"," Shinn",70,0,"W",19.0
338,"Simon"," Structures I"," Shinn",70,0,"W",19.3
339,"Simon"," Structures I"," Shinn",70,0,"W",20.0
340,"Simon"," Structures I"," Shinn",70,0,"W",20.3
341,"Givens"," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,"W",8.3
342,"Givens"," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,"W",9.0
343,"Givens"," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,"W",9.3
344,"Givens"," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,"W",10.0
345,"Givens"," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,"W",10.3
346,"Givens"," Segregation by Design: A Historical Analysis of the Impact of Planning and Policy in St. Louis"," Freixas",7,0,"W",11.0
347,"Givens"," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,"T",8.3
348,"Givens"," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,"T",9.0
349,"Givens"," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,"T",9.3
350,"Givens"," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,"H",8.3
351,"Givens"," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,"H",9.0
352,"Givens"," Creating a Resilient City: Gateway South St. Louis"," Yin",5,0,"H",9.3
353,"Steinberg"," Solar Decathlon Design Challenge"," Abendroth",6,0,"T",11.3
354,"Steinberg"," Solar Decathlon Design Challenge"," Abendroth",6,0,"T",12.0
355,"Steinberg"," Solar Decathlon Design Challenge"," Abendroth",6,0,"T",12.3
356,"Steinberg"," Solar Decathlon Design Challenge"," Abendroth",6,0,"H",11.3
357,"Steinberg"," Solar Decathlon Design Challenge"," Abendroth",6,0,"H",12.0
358,"Steinberg"," Solar Decathlon Design Challenge"," Abendroth",6,0,"H",12.3
359,"Givens"," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,"W",18.0
360,"Givens"," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,"W",18.3
361,"Givens"," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,"W",19.0
362,"Givens"," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,"W",19.3
363,"Givens"," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,"W",20.0
364,"Givens"," Landscapes Through Time:  The History of St. Louis' Built Environment"," Moore",10,0,"W",20.3
365,"Weil"," NOMA National Design Competition"," Betts",9,0,"F",13.0
366,"Weil"," NOMA National Design Competition"," Betts",9,0,"F",13.3
367,"Weil"," NOMA National Design Competition"," Betts",9,0,"F",14.0
368,"Weil"," NOMA National Design Competition"," Betts",9,0,"F",14.3
369,"Weil"," NOMA National Design Competition"," Betts",9,0,"F",15.0
370,"Weil"," NOMA National Design Competition"," Betts",9,0,"F",15.3
371,"Weil"," NOMA National Design Competition"," Betts",9,0,"F",16.0
372,"Weil"," NOMA National Design Competition"," Betts",9,0,"F",16.3
373,"Steinberg"," Pre-Design Seminar"," Stitelman",49,0,"F",11.3
374,"Steinberg"," Pre-Design Seminar"," Stitelman",49,0,"F",12.0
375,"Steinberg"," Pre-Design Seminar"," Stitelman",49,0,"F",12.3
376,"Givens"," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,"H",18.0
377,"Givens"," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,"H",18.3
378,"Givens"," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,"H",19.0
379,"Givens"," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,"H",19.3
380,"Givens"," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,"H",20.0
381,"Givens"," Visions of a Brighter Future: The History of Progressive Design at Worlds Fairs"," Moore",11,0,"H",20.3
382,"Steinberg"," Advanced Building Systems"," Janis Ahrens",49,0,"T",8.3
383,"Steinberg"," Advanced Building Systems"," Janis Ahrens",49,0,"T",9.0
384,"Steinberg"," Advanced Building Systems"," Janis Ahrens",49,0,"T",9.3
385,"Steinberg"," Advanced Building Systems"," Janis Ahrens",49,0,"H",8.3
386,"Steinberg"," Advanced Building Systems"," Janis Ahrens",49,0,"H",9.0
387,"Steinberg"," Advanced Building Systems"," Janis Ahrens",49,0,"H",9.3
388,"Weil"," Kindred Landscapes"," Peemoeller",5,0,"W",13.0
389,"Weil"," Kindred Landscapes"," Peemoeller",5,0,"W",13.3
390,"Weil"," Kindred Landscapes"," Peemoeller",5,0,"W",14.0
391,"Weil"," Kindred Landscapes"," Peemoeller",5,0,"W",14.3
392,"Weil"," Kindred Landscapes"," Peemoeller",5,0,"W",15.0
393,"Weil"," Kindred Landscapes"," Peemoeller",5,0,"W",15.3
394,"Steinberg"," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,"T",13.0
395,"Steinberg"," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,"T",13.3
396,"Steinberg"," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,"T",14.0
397,"Steinberg"," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,"T",14.3
398,"Steinberg"," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,"T",15.0
399,"Steinberg"," Architecture Climate Metabolism and Use. Towards Post-Sustainability"," Garcia-German",9,0,"T",15.3
400,"Givens"," Advanced Seminar in Urban Sustainability I"," Hoal",6,0,"H",18.0
401,"Givens"," Advanced Seminar in Urban Sustainability I"," Hoal",6,0,"H",18.3
402,"Givens"," Advanced Seminar in Urban Sustainability I"," Hoal",6,0,"H",19.0
403,"Givens"," Advanced Seminar in Urban Sustainability I"," Hoal",6,0,"H",19.3
404,"Givens"," Advanced Seminar in Urban Sustainability I"," Hoal",6,0,"H",20.0
405,"Givens"," Advanced Seminar in Urban Sustainability I"," Hoal",6,0,"H",20.3
406,"Givens"," Theories & Methods of Historical Research"," Mumford",11,0,"T",13.0
407,"Givens"," Theories & Methods of Historical Research"," Mumford",11,0,"T",13.3
408,"Givens"," Theories & Methods of Historical Research"," Mumford",11,0,"T",14.0
